EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 17-09-2025
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 TX   : maximum temperature in 0.1 &#176;C
30-34 Q_TX : Quality code for TX (0='valid'; 1='suspect'; 9='missing')

This is the series (SOUID: 106439) of FRANCE, LE PUY - LOUDES (STAID: 2196)
See file sources.txt for more info.



 STAID, SOUID,    DATE,   TX, Q_TX
  2196,106439,19850104,  -32,    0
  2196,106439,19850105, -118,    0
  2196,106439,19850106, -119,    0
  2196,106439,19850107,  -76,    0
  2196,106439,19850108, -146,    0
  2196,106439,19850109,  -71,    0
  2196,106439,19850110,  -59,    0
  2196,106439,19850111,  -75,    0
  2196,106439,19850112,  -54,    0
  2196,106439,19850113,  -68,    0
  2196,106439,19850114, -120,    0
  2196,106439,19850115, -104,    0
  2196,106439,19850116, -110,    0
  2196,106439,19850117,   24,    0
  2196,106439,19850118,   40,    0
  2196,106439,19850119,   10,    0
  2196,106439,19850120,   53,    0
  2196,106439,19850121,   64,    0
  2196,106439,19850122,   82,    0
  2196,106439,19850123,  103,    0
  2196,106439,19850124,   -7,    0
  2196,106439,19850125,   58,    0
  2196,106439,19850126,   73,    0
  2196,106439,19850127,   20,    0
  2196,106439,19850128,   54,    0
  2196,106439,19850129,   57,    0
  2196,106439,19850130,   96,    0
  2196,106439,19850131,   89,    0
  2196,106439,19850201,   86,    0
  2196,106439,19850202,  124,    0
  2196,106439,19850203,   86,    0
  2196,106439,19850204,  140,    0
  2196,106439,19850205,  121,    0
  2196,106439,19850206,  121,    0
  2196,106439,19850207,   96,    0
  2196,106439,19850208,  107,    0
  2196,106439,19850209,   84,    0
  2196,106439,19850210,   71,    0
  2196,106439,19850211,   84,    0
  2196,106439,19850212,   51,    0
  2196,106439,19850213,   55,    0
  2196,106439,19850214,   86,    0
  2196,106439,19850215,  107,    0
  2196,106439,19850216,   45,    0
  2196,106439,19850217,   64,    0
  2196,106439,19850218,  -18,    0
  2196,106439,19850219,  -27,    0
  2196,106439,19850220,   12,    0
  2196,106439,19850221,   58,    0
  2196,106439,19850222,   55,    0
  2196,106439,19850223,   83,    0
  2196,106439,19850224,  111,    0
  2196,106439,19850225,   86,    0
  2196,106439,19850226,  117,    0
  2196,106439,19850227,  110,    0
  2196,106439,19850228,  121,    0
  2196,106439,19850301,   77,    0
  2196,106439,19850302,   61,    0
  2196,106439,19850303,   93,    0
  2196,106439,19850304,   53,    0
  2196,106439,19850305,   16,    0
  2196,106439,19850306,   26,    0
  2196,106439,19850307,   16,    0
  2196,106439,19850308,   20,    0
  2196,106439,19850309,   78,    0
  2196,106439,19850310,   79,    0
  2196,106439,19850311,   32,    0
  2196,106439,19850312,   -9,    0
  2196,106439,19850313,   -2,    0
  2196,106439,19850314,   57,    0
  2196,106439,19850315,   38,    0
  2196,106439,19850316,   22,    0
  2196,106439,19850317,  -11,    0
  2196,106439,19850318,  -19,    0
  2196,106439,19850319,    9,    0
  2196,106439,19850320,   42,    0
  2196,106439,19850321,   70,    0
  2196,106439,19850322,   90,    0
  2196,106439,19850323,   78,    0
  2196,106439,19850324,   87,    0
  2196,106439,19850325,   98,    0
  2196,106439,19850326,  135,    0
  2196,106439,19850327,   72,    0
  2196,106439,19850328,   29,    0
  2196,106439,19850329,  125,    0
  2196,106439,19850330,  165,    0
  2196,106439,19850331,  147,    0
  2196,106439,19850401,  201,    0
  2196,106439,19850402,  159,    0
  2196,106439,19850403,  206,    0
  2196,106439,19850404,  153,    0
  2196,106439,19850405,  126,    0
  2196,106439,19850406,  101,    0
  2196,106439,19850407,  166,    0
  2196,106439,19850408,  133,    0
  2196,106439,19850409,  132,    0
  2196,106439,19850410,  107,    0
  2196,106439,19850411,   83,    0
  2196,106439,19850412,   61,    0
  2196,106439,19850413,  110,    0
  2196,106439,19850414,   78,    0
  2196,106439,19850415,   76,    0
  2196,106439,19850416,  109,    0
  2196,106439,19850417,  143,    0
